LandContour,LotConfig,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,CentralAir,X1stFlrSF,X2ndFlrSF,TotRmsAbvGrd,Fireplaces,PavedDrive,SalePrice
Lvl,Inside,MeadowV,TwnhsE,5,6,1976,Y,616,688,4,1,Y,115000
Lvl,Corner,NAmes,1Fam,5,4,1952,Y,910,475,6,0,Y,166000
Lvl,CulDSac,Edwards,Duplex,5,6,1979,Y,1100,1133,11,0,Y,141000
Lvl,Inside,Somerst,TwnhsE,7,5,2004,Y,840,840,3,0,Y,190000
Bnk,Inside,Edwards,1Fam,4,6,1910,Y,760,676,6,0,Y,98000
Lvl,Inside,BrkSide,1Fam,6,7,1937,Y,825,672,5,0,Y,157000
Lvl,CulDSac,Sawyer,1Fam,6,8,1976,Y,725,754,6,0,Y,130500
Lvl,Inside,Crawfor,1Fam,6,7,1923,Y,900,602,7,2,Y,165000
Lvl,Inside,OldTown,1Fam,5,7,1950,Y,768,560,6,0,Y,129500
Lvl,Inside,CollgCr,1Fam,7,5,2003,Y,847,1081,8,1,Y,219500
Lvl,Inside,NridgHt,1Fam,7,5,2004,Y,1535,0,7,0,Y,214000
Lvl,Corner,Edwards,1Fam,6,5,1924,N,572,524,5,0,N,79000
Lvl,Inside,CollgCr,1Fam,7,5,2002,Y,860,869,7,0,Y,200000
Lvl,Inside,Crawfor,Duplex,5,6,1950,Y,1102,1075,11,0,Y,215000
Lvl,Inside,Gilbert,1Fam,7,5,2004,Y,788,702,8,1,Y,184000
Lvl,Inside,BrkSide,1Fam,3,5,1930,Y,728,434,6,0,Y,75000
Lvl,Inside,Edwards,1Fam,7,5,2003,Y,760,896,7,1,Y,165400
Lvl,Inside,Somerst,1Fam,8,5,2006,Y,909,886,8,1,Y,270000
Lvl,Inside,MeadowV,TwnhsE,4,4,1970,Y,630,0,3,0,Y,80000
Lvl,Corner,OldTown,1Fam,4,5,1900,Y,1157,687,9,2,Y,80400
Lvl,Inside,NoRidge,1Fam,7,5,1998,Y,1108,1277,8,1,Y,252000
Lvl,Inside,NAmes,1Fam,5,7,1959,Y,1440,0,7,0,Y,185000
Lvl,CulDSac,Veenker,TwnhsE,8,5,1995,Y,1239,0,4,1,Y,217500
Lvl,Inside,NridgHt,1Fam,9,5,2005,Y,1414,917,9,1,Y,379000
Lvl,CulDSac,NoRidge,1Fam,10,5,1995,Y,1831,1796,10,1,Y,625000
Lvl,Inside,SawyerW,1Fam,6,5,2001,Y,827,850,7,0,Y,190500
Bnk,Inside,CollgCr,1Fam,5,5,1974,Y,894,0,5,0,Y,131000
Lvl,Corner,BrkSide,1Fam,7,8,1929,Y,854,0,5,0,Y,132000
Lvl,Inside,NPkVill,TwnhsE,6,5,1976,Y,958,0,5,1,Y,128000
Lvl,Inside,OldTown,2fmCon,5,9,1900,Y,1032,780,8,1,N,140000
Lvl,Inside,NAmes,1Fam,5,7,1961,Y,888,0,5,0,Y,120000
Lvl,Inside,OldTown,1Fam,6,7,1916,N,1664,862,10,1,Y,136000
Lvl,Corner,NAmes,1Fam,5,7,1963,Y,1053,0,6,0,Y,142100
Lvl,Inside,Somerst,TwnhsE,8,5,2005,Y,1247,0,4,1,Y,197000
Bnk,Inside,BrkSide,1Fam,6,7,1924,N,1017,810,9,1,Y,202500
Lvl,Corner,IDOTRR,1Fam,6,6,1963,Y,1497,797,9,1,Y,202500
Lvl,Corner,Edwards,1Fam,7,5,2003,Y,495,1427,7,1,Y,198500
Lvl,Inside,Mitchel,1Fam,5,5,2007,Y,1120,0,6,0,Y,147000
Lvl,Inside,SawyerW,1Fam,6,5,1985,Y,1298,0,5,1,Y,180000
Lvl,Inside,Mitchel,Duplex,5,5,1977,Y,1302,432,8,0,Y,126000
Lvl,Inside,OldTown,1Fam,4,8,1900,Y,1156,642,7,0,N,137000
HLS,Inside,Gilbert,1Fam,6,5,1997,Y,754,630,7,1,Y,161500
Lvl,CulDSac,NoRidge,1Fam,7,5,1996,Y,1127,886,8,1,Y,269790
Lvl,Corner,Edwards,1Fam,6,7,1950,Y,2158,0,7,1,Y,243000
Lvl,Inside,Sawyer,1Fam,5,5,1958,Y,1252,668,8,1,Y,172500
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,1184,1426,11,1,Y,303477
Lvl,Inside,CollgCr,1Fam,7,5,2004,Y,770,812,6,0,Y,185900
Lvl,CulDSac,NAmes,1Fam,6,6,1960,Y,1429,0,7,2,Y,181900
Lvl,Inside,Somerst,Twnhs,7,5,1999,Y,684,720,5,0,Y,170000
Lvl,Inside,NWAmes,1Fam,6,6,1971,Y,930,715,7,0,Y,171000
Lvl,Corner,Edwards,1Fam,6,7,1959,Y,1357,0,5,1,Y,177000
Lvl,Inside,CollgCr,1Fam,7,5,1997,Y,1057,977,8,0,Y,219500
Lvl,Inside,OldTown,1Fam,2,1,1920,N,723,363,5,0,N,55000
Lvl,Inside,Timber,1Fam,6,8,1958,Y,2279,0,7,1,Y,257000
Lvl,Inside,Somerst,1Fam,6,5,2003,Y,864,864,7,0,Y,207500
Lvl,Inside,Sawyer,1Fam,5,5,1966,Y,894,0,5,0,Y,125000
Lvl,Inside,CollgCr,1Fam,7,5,2003,Y,992,940,7,1,Y,213000
Lvl,Inside,IDOTRR,1Fam,5,7,1930,Y,912,0,5,0,Y,99500
Lvl,CulDSac,Timber,1Fam,7,5,1990,Y,1187,530,7,1,Y,187500
Lvl,Inside,OldTown,1Fam,6,6,1927,Y,914,728,9,1,Y,145000
Lvl,Inside,NAmes,1Fam,5,5,1957,Y,1092,0,6,1,Y,141000
Lvl,Inside,SawyerW,1Fam,6,5,2004,Y,1158,0,5,0,Y,143500
Lvl,Inside,NridgHt,1Fam,8,5,2004,Y,1143,1330,9,1,Y,317000
Lvl,Corner,NAmes,1Fam,6,6,1957,Y,1244,0,6,2,Y,150000
Lvl,Inside,NAmes,1Fam,5,7,1950,Y,1113,0,5,1,Y,147000
Lvl,Corner,Crawfor,1Fam,5,6,1910,Y,661,589,8,1,Y,139000
Lvl,CulDSac,NoRidge,1Fam,8,5,1998,Y,1086,838,7,1,Y,280000
Lvl,Inside,NPkVill,Twnhs,6,5,1977,Y,855,601,6,1,Y,137900
Lvl,CulDSac,CollgCr,1Fam,5,5,1996,Y,914,0,5,0,Y,148000
Lvl,Inside,Timber,1Fam,8,5,2002,Y,993,915,9,0,Y,202900
Lvl,Corner,Edwards,1Fam,6,5,1956,Y,1689,0,7,1,Y,127500
Lvl,Inside,MeadowV,TwnhsE,4,4,1970,Y,546,546,5,0,Y,88250
Lvl,Inside,Gilbert,1Fam,6,7,1992,Y,1187,0,6,0,Y,185000
Lvl,Corner,NAmes,1Fam,6,5,1960,Y,1253,0,5,1,Y,157000
HLS,CulDSac,ClearCr,1Fam,7,5,1992,Y,944,815,7,1,Y,233500
Lvl,CulDSac,Edwards,Duplex,6,5,1975,Y,1012,0,4,0,Y,127500
Lvl,Inside,CollgCr,1Fam,9,5,2009,Y,1680,0,8,1,Y,323262
Low,Inside,Mitchel,1Fam,5,5,1983,Y,902,0,5,0,Y,131000
Lvl,Inside,CollgCr,1Fam,7,5,2007,Y,1361,0,6,0,Y,193000
Lvl,Inside,Blmngtn,TwnhsE,7,5,2005,Y,1555,0,7,1,Y,192500
Lvl,Inside,SawyerW,1Fam,7,5,2004,Y,956,1128,8,0,Y,233000
Lvl,Inside,CollgCr,1Fam,7,5,1996,Y,909,807,7,1,Y,191000
Lvl,Inside,Somerst,1Fam,8,5,2008,Y,1696,0,7,0,Y,275000
Lvl,CulDSac,NWAmes,1Fam,5,7,1975,Y,1621,0,7,2,Y,213000
Lvl,Inside,NAmes,1Fam,5,6,1963,Y,1128,0,6,0,Y,155000
Lvl,Inside,Edwards,1Fam,5,7,1955,Y,872,521,8,0,Y,135500
HLS,Corner,Crawfor,TwnhsE,8,5,2004,Y,1646,0,5,1,Y,246000
Lvl,Inside,BrDale,TwnhsE,5,6,1970,Y,765,600,7,0,Y,125000
Bnk,Inside,SWISU,1Fam,5,5,1932,Y,848,672,6,0,Y,159434
Lvl,Corner,Crawfor,1Fam,7,9,1939,Y,1137,817,8,2,Y,311500
Lvl,Inside,CollgCr,1Fam,7,5,2005,Y,879,916,7,0,Y,191000
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,1050,1028,8,1,Y,339750
Lvl,Inside,NAmes,1Fam,6,5,1948,Y,912,546,6,1,Y,97500
Lvl,Inside,SawyerW,1Fam,7,5,2005,Y,891,795,8,0,Y,184000
Lvl,Inside,OldTown,1Fam,5,7,1920,Y,936,0,5,1,P,109500
Bnk,Inside,Sawyer,1Fam,5,5,1956,Y,1375,0,6,1,Y,187000
Lvl,Inside,Somerst,1Fam,8,5,2009,Y,1314,0,6,0,Y,229456
Lvl,Inside,Mitchel,1Fam,8,5,1998,Y,1036,880,8,1,Y,254900
Lvl,Inside,Somerst,Twnhs,7,5,2005,Y,520,623,4,0,Y,149900
Bnk,Inside,SawyerW,1Fam,6,4,1989,Y,1313,1246,9,1,Y,209000
Lvl,Inside,NridgHt,1Fam,7,5,2005,Y,1614,0,7,0,Y,245700
Lvl,Corner,OldTown,1Fam,5,4,1892,N,1378,994,11,0,Y,107500
Lvl,FR3,NWAmes,1Fam,8,5,1996,Y,1236,1104,9,1,Y,306000
Lvl,Inside,NAmes,1Fam,5,6,1957,Y,1314,0,5,0,Y,145000
Lvl,Inside,CollgCr,TwnhsE,6,5,2004,Y,848,0,3,0,Y,145000
Lvl,FR2,NAmes,1Fam,4,5,1971,Y,864,0,5,1,Y,115000
Lvl,Inside,Mitchel,1Fam,5,5,1969,Y,1360,0,8,1,Y,140000
Lvl,Inside,NAmes,1Fam,5,5,1956,Y,1202,0,6,0,Y,120000
Lvl,Inside,StoneBr,TwnhsE,8,5,1987,Y,1204,0,5,0,Y,130000
Lvl,Inside,NridgHt,1Fam,10,5,2005,Y,2046,0,7,2,Y,450000
Lvl,Inside,NWAmes,1Fam,8,5,1981,Y,2524,0,9,1,Y,278000
Lvl,CulDSac,Mitchel,1Fam,7,5,2002,Y,1409,0,4,1,Y,245000
Lvl,Inside,NWAmes,1Fam,7,6,1988,Y,1688,0,6,1,Y,226500
Lvl,Inside,NAmes,1Fam,5,6,1959,Y,1150,0,6,0,Y,141000
Lvl,Inside,IDOTRR,1Fam,5,8,1912,Y,759,0,5,0,N,85000
Lvl,Inside,Gilbert,1Fam,6,5,2002,Y,860,1100,8,2,Y,216500
Lvl,Inside,NAmes,1Fam,5,7,1951,Y,876,0,5,1,Y,94000
Lvl,Inside,NAmes,1Fam,5,6,1949,Y,1024,704,7,1,Y,137000
Lvl,Inside,NAmes,1Fam,6,7,1966,Y,1104,884,9,1,Y,227000
Lvl,Inside,Somerst,1Fam,8,5,2003,Y,1072,976,8,2,Y,301000
Lvl,FR2,Somerst,Twnhs,7,5,1999,Y,696,720,6,0,Y,155000
Lvl,Inside,OldTown,1Fam,6,8,1915,Y,774,821,7,1,Y,155500
Lvl,Inside,Gilbert,1Fam,6,5,1998,Y,952,684,7,1,Y,191000
Lvl,Inside,NoRidge,1Fam,6,5,1990,Y,1364,1319,9,2,Y,290000
Lvl,Inside,OldTown,1Fam,5,7,1910,Y,768,664,7,0,Y,132000
Lvl,Inside,NWAmes,1Fam,6,5,1993,Y,1280,1215,9,1,Y,243500
Bnk,Inside,Edwards,1Fam,4,6,1954,Y,1204,0,6,0,Y,100000
Lvl,Inside,BrkSide,1Fam,6,6,1941,Y,869,349,6,1,Y,131000
Lvl,Inside,BrkSide,1Fam,6,7,1926,Y,904,0,4,0,Y,119000
Lvl,CulDSac,SawyerW,1Fam,7,5,1993,Y,1101,1099,9,1,Y,225000
Lvl,Inside,Gilbert,1Fam,5,5,1996,Y,1384,0,7,0,Y,177900
Lvl,Inside,Mitchel,Duplex,7,5,1997,Y,1368,0,8,0,Y,215000
Lvl,Inside,ClearCr,1Fam,5,5,1956,Y,2071,0,9,1,Y,165000
Bnk,Inside,Crawfor,1Fam,6,7,1922,Y,1423,748,11,1,Y,191000
Lvl,Corner,Edwards,1Fam,5,5,1920,N,835,0,5,0,Y,83000
Lvl,Corner,OldTown,2fmCon,5,4,1900,N,1766,648,10,1,N,160000
Lvl,Inside,Blmngtn,TwnhsE,8,5,2006,Y,1567,0,7,1,Y,264561
Lvl,Inside,NAmes,1Fam,4,6,1970,Y,864,0,5,0,Y,76500
Lvl,Corner,NAmes,1Fam,8,4,1918,Y,1360,1360,8,1,Y,235000
Lvl,Inside,Edwards,1Fam,4,6,1960,Y,1149,0,7,0,Y,127000
Lvl,Inside,Somerst,1Fam,8,5,2008,Y,1566,0,7,0,Y,262500
Lvl,Corner,NAmes,1Fam,5,5,1958,Y,864,0,5,0,Y,129900
Lvl,Inside,NridgHt,1Fam,8,5,2006,Y,1976,0,7,1,Y,440000
Lvl,Inside,Gilbert,1Fam,7,6,1999,Y,774,656,7,1,Y,168000
Low,Inside,Edwards,1Fam,4,7,1946,Y,930,0,6,0,Y,84900
Lvl,CulDSac,SawyerW,1Fam,5,7,1983,Y,884,0,5,0,Y,144000
Lvl,Corner,Somerst,TwnhsE,6,5,1999,Y,729,729,5,1,Y,176000
Lvl,Inside,NPkVill,Twnhs,6,5,1978,Y,855,601,7,1,Y,146000
Lvl,Corner,IDOTRR,1Fam,6,7,1925,Y,1040,0,5,0,Y,127500
Lvl,Corner,IDOTRR,1Fam,4,7,1910,N,671,378,5,0,N,80900
Lvl,Corner,OldTown,1Fam,7,7,1880,N,1320,1320,8,1,N,265979
Lvl,Inside,NoRidge,1Fam,8,5,1998,Y,1079,897,7,1,Y,286000
Lvl,Corner,IDOTRR,1Fam,4,7,1895,N,825,536,6,0,Y,89000
Lvl,Inside,NWAmes,1Fam,6,6,1976,Y,1118,912,8,1,Y,195000
Lvl,Inside,IDOTRR,1Fam,6,5,1957,Y,967,671,6,0,Y,139000
HLS,CulDSac,StoneBr,1Fam,9,5,2006,Y,1102,1371,11,1,Y,356383
Lvl,Inside,Edwards,1Fam,5,7,1955,Y,864,0,5,0,N,115000
Lvl,CulDSac,CollgCr,1Fam,5,5,1995,Y,990,0,5,0,Y,156000
Lvl,Inside,Edwards,1Fam,5,6,1957,Y,1340,0,7,1,Y,120000
Lvl,Inside,NAmes,1Fam,5,6,1950,Y,1200,0,6,0,Y,129900
HLS,Inside,Edwards,1Fam,4,5,1955,Y,864,0,5,0,N,79275
Lvl,Inside,BrkSide,1Fam,5,7,1930,Y,1128,445,8,1,P,162900
Lvl,Inside,NoRidge,1Fam,8,5,1997,Y,1182,1017,9,1,Y,284500
HLS,Corner,Crawfor,1Fam,6,7,1932,Y,1096,895,7,1,Y,220000
Lvl,Inside,Edwards,1Fam,7,5,2003,Y,806,918,8,1,Y,196500
Lvl,FR3,NridgHt,1Fam,9,5,2004,Y,1980,0,8,1,Y,315000
Lvl,Inside,BrkSide,1Fam,7,7,1925,N,952,596,5,0,Y,205000
Lvl,Corner,Sawyer,1Fam,5,7,1971,Y,810,0,4,0,Y,130000
Lvl,Inside,CollgCr,1Fam,7,5,2004,Y,864,864,7,0,Y,190000
Lvl,Inside,BrkSide,1Fam,5,7,1939,Y,884,0,5,0,Y,113000
Lvl,Inside,Somerst,TwnhsE,6,5,2009,Y,612,612,4,0,Y,173733
Lvl,Corner,SawyerW,1Fam,5,5,1965,Y,965,0,6,0,Y,119900
Lvl,Inside,Veenker,1Fam,7,7,1974,Y,1516,651,9,2,Y,294000
Lvl,Corner,Sawyer,1Fam,6,7,1969,Y,663,689,7,0,Y,158000
Lvl,Inside,MeadowV,Twnhs,4,6,1970,Y,798,546,6,1,Y,97000
Lvl,Corner,OldTown,1Fam,5,6,1890,Y,1188,561,7,0,Y,124900
Lvl,Inside,Crawfor,1Fam,7,7,1936,Y,1020,1037,6,1,Y,250000
Bnk,Inside,Crawfor,1Fam,7,9,1950,Y,1218,943,8,2,Y,263400
Lvl,Inside,Blmngtn,TwnhsE,7,5,2005,Y,1145,0,5,1,Y,160200
Lvl,Corner,BrkSide,1Fam,5,7,1931,Y,875,0,5,0,Y,105000
Lvl,Inside,Edwards,Twnhs,7,5,2004,Y,970,739,7,0,Y,134000
Lvl,Inside,NridgHt,TwnhsE,8,5,2006,Y,1342,0,6,1,Y,219500
Lvl,Corner,NAmes,1Fam,5,6,1965,Y,825,1315,7,1,Y,177500
Lvl,Corner,Sawyer,1Fam,5,6,1961,Y,864,0,5,0,Y,141000
Lvl,Inside,SWISU,1Fam,5,5,1938,Y,1058,493,6,0,Y,137000
Lvl,Inside,CollgCr,1Fam,8,5,2002,Y,1795,0,7,1,Y,230000
Lvl,Inside,OldTown,1Fam,5,6,1941,Y,676,455,5,0,Y,66500
Lvl,FR2,Mitchel,TwnhsE,6,5,1999,Y,1224,0,5,0,Y,165000
Lvl,Inside,Edwards,1Fam,5,8,1955,Y,1057,0,6,0,Y,137000
Lvl,Inside,SawyerW,1Fam,7,6,1990,Y,1061,0,4,0,Y,162000
Lvl,Inside,Somerst,Twnhs,6,5,2000,Y,769,804,5,0,Y,177500
Lvl,Corner,OldTown,1Fam,4,6,1920,N,1147,510,9,1,N,111500
Lvl,Inside,NAmes,Duplex,5,4,1964,Y,1728,0,10,0,Y,119000
Lvl,Inside,NAmes,1Fam,5,7,1949,Y,893,0,4,0,Y,135000
Lvl,Inside,NWAmes,1Fam,6,5,1971,Y,1320,0,5,1,Y,172500
Bnk,Inside,Edwards,1Fam,4,5,1954,Y,894,0,5,0,Y,110000
Lvl,Corner,Gilbert,1Fam,6,5,1992,Y,808,785,7,1,Y,178000
Lvl,Inside,IDOTRR,1Fam,4,8,1922,Y,796,358,7,0,N,125500
Bnk,Inside,BrkSide,1Fam,6,7,1926,Y,1013,0,6,0,Y,113000
Lvl,Corner,OldTown,1Fam,5,7,1929,Y,926,0,6,0,Y,130000
Lvl,Inside,CollgCr,1Fam,5,6,1975,Y,1076,0,5,1,Y,143195
Lvl,Corner,NridgHt,1Fam,8,5,2006,Y,1298,530,7,0,Y,250000
Lvl,Corner,CollgCr,1Fam,8,5,2002,Y,1149,1141,9,1,Y,255900
Lvl,Inside,SawyerW,1Fam,7,5,2001,Y,1434,0,6,1,Y,189000
Lvl,Inside,OldTown,2fmCon,5,5,1900,N,1422,915,10,0,Y,90000
Lvl,Inside,BrkSide,1Fam,6,6,1939,Y,825,587,6,1,Y,132500
Lvl,Inside,Timber,1Fam,8,5,2001,Y,1296,0,6,0,Y,220000
Lvl,Inside,NWAmes,1Fam,6,6,1968,Y,1152,0,7,0,Y,143450
Lvl,Inside,NWAmes,1Fam,5,6,1975,Y,1074,0,6,0,Y,153500
Lvl,Corner,SawyerW,1Fam,7,5,2007,Y,1162,0,6,0,Y,170000
HLS,Inside,NAmes,1Fam,7,7,1960,Y,2069,0,9,1,Y,242000
HLS,CulDSac,Gilbert,1Fam,8,5,2005,Y,1074,990,7,1,Y,250000
Lvl,Inside,NridgHt,TwnhsE,9,5,2006,Y,1686,0,6,1,Y,332200
Lvl,Inside,NoRidge,1Fam,9,5,1998,Y,1671,1407,9,1,Y,410000
Lvl,FR3,BrkSide,1Fam,6,8,1920,Y,751,611,6,0,Y,128000
Lvl,Inside,CollgCr,1Fam,7,5,2007,Y,1290,0,6,1,Y,200000
Lvl,Inside,Gilbert,1Fam,8,5,2003,Y,1008,1275,9,1,Y,270000
Lvl,Inside,StoneBr,TwnhsE,8,5,2001,Y,1593,0,5,1,Y,286000
Lvl,Corner,NAmes,1Fam,5,5,1969,Y,1096,0,6,0,Y,138800
Lvl,CulDSac,Mitchel,1Fam,5,5,1984,Y,923,0,5,0,Y,119500
Lvl,Inside,OldTown,1Fam,5,3,1901,N,969,245,6,0,N,117000
Lvl,Corner,NAmes,Duplex,3,4,1950,N,1040,0,6,0,Y,92900
Lvl,Inside,NAmes,1Fam,6,6,1958,Y,1570,0,5,1,Y,166800
Lvl,Inside,Gilbert,1Fam,7,5,2007,Y,728,728,7,0,Y,177594
Lvl,Inside,NWAmes,1Fam,6,5,1979,Y,1353,0,5,1,Y,192350
Lvl,Inside,Sawyer,1Fam,5,8,1940,Y,672,0,4,0,N,108000
Lvl,Inside,BrDale,Twnhs,6,7,1972,Y,672,546,7,0,Y,118000
Lvl,Inside,SWISU,1Fam,4,3,1928,Y,1328,653,7,2,Y,135000
Lvl,Inside,Sawyer,1Fam,5,6,1977,Y,980,0,6,0,Y,135000
Lvl,Inside,IDOTRR,2fmCon,5,6,1895,N,1034,957,9,0,N,119600
Lvl,Inside,NAmes,1Fam,6,5,1957,Y,1790,0,6,2,Y,180000
Lvl,Inside,OldTown,1Fam,6,8,1910,Y,991,659,6,0,N,144100
Lvl,Inside,MeadowV,Twnhs,4,7,1970,Y,546,546,5,0,Y,90500
Bnk,Corner,OldTown,1Fam,6,7,1915,Y,741,686,7,0,Y,123000
Lvl,Inside,SawyerW,1Fam,6,5,1984,Y,1105,717,7,1,P,228500
HLS,Inside,Timber,1Fam,8,5,2007,Y,1646,0,7,1,Y,293077
Lvl,Inside,CollgCr,1Fam,7,5,2006,Y,1208,0,6,0,Y,206000
Lvl,Inside,BrDale,Twnhs,6,8,1972,Y,483,504,5,0,Y,118000
Lvl,Inside,BrkSide,1Fam,6,7,1948,Y,780,636,6,0,P,139900
Lvl,Inside,BrDale,Twnhs,5,5,1971,Y,630,672,6,0,Y,112000
Lvl,Corner,OldTown,1Fam,4,6,1945,Y,747,0,4,0,Y,80000
Lvl,Inside,NAmes,1Fam,5,6,1968,Y,1056,0,6,1,Y,142000
Lvl,Corner,OldTown,1Fam,7,8,1915,Y,916,910,7,1,Y,155000
Lvl,Corner,BrkSide,1Fam,6,5,1926,N,986,0,5,1,Y,102000
Lvl,Inside,SawyerW,Duplex,6,7,1981,Y,964,918,8,2,Y,160000
Lvl,Inside,Timber,1Fam,8,5,2002,Y,1922,0,6,1,Y,282000
Lvl,Inside,Gilbert,1Fam,6,5,2004,Y,813,702,8,1,Y,179000
Lvl,Inside,NridgHt,1Fam,8,5,2005,Y,1544,814,10,1,Y,329900
Lvl,Inside,NridgHt,TwnhsE,7,5,2005,Y,1368,0,6,1,Y,202665
Lvl,Inside,Edwards,1Fam,5,5,1953,Y,1630,0,6,1,P,130000
Lvl,FR3,NridgHt,TwnhsE,7,5,2004,Y,1358,0,6,1,Y,207000
Lvl,Inside,BrkSide,1Fam,5,8,1958,Y,808,0,5,0,N,112000
Lvl,Inside,ClearCr,1Fam,7,5,1977,Y,1156,866,8,1,Y,192000
Lvl,Corner,Gilbert,1Fam,6,5,2005,Y,1326,0,6,0,Y,203000
Lvl,FR2,NridgHt,1Fam,9,5,2006,Y,1816,0,7,1,Y,356000
Lvl,Corner,OldTown,1Fam,6,8,1910,Y,1001,634,5,0,Y,117000
Lvl,Inside,Edwards,1Fam,4,5,1920,N,986,376,7,0,P,96000
Lvl,Inside,OldTown,1Fam,6,8,1918,Y,1100,1164,8,0,Y,200000
Lvl,Inside,IDOTRR,1Fam,6,7,1926,Y,861,424,6,0,Y,145400
Lvl,Corner,Somerst,1Fam,9,5,2006,Y,2036,604,11,1,Y,405749
Lvl,CulDSac,Mitchel,1Fam,8,5,2002,Y,1689,0,7,2,Y,271000
Lvl,Inside,SWISU,Duplex,6,7,1930,Y,960,960,10,2,Y,161900
Lvl,Inside,OldTown,1Fam,5,7,1947,Y,720,564,5,0,Y,110000
HLS,Corner,Timber,1Fam,9,5,2008,Y,1641,0,7,0,Y,316500
Lvl,Inside,NAmes,Duplex,5,6,1962,Y,1728,0,10,0,Y,84900
Lvl,Inside,BrDale,Twnhs,6,5,1973,Y,672,546,7,0,Y,113000
Lvl,Inside,OldTown,2fmCon,5,7,1955,Y,960,0,5,0,Y,135500
Lvl,Inside,CollgCr,TwnhsE,6,5,2004,Y,848,0,3,1,Y,149000
HLS,Corner,Timber,1Fam,9,5,2008,Y,2036,0,9,1,Y,410000
Lvl,Inside,IDOTRR,1Fam,4,6,1923,Y,892,0,5,0,N,70000
Lvl,Inside,NridgHt,1Fam,8,5,2003,Y,1217,1168,7,1,Y,350000
Lvl,Corner,Sawyer,1Fam,5,5,1967,Y,1073,0,6,0,Y,120000
Lvl,CulDSac,Crawfor,1Fam,6,3,1957,Y,2515,0,9,2,Y,200624
Lvl,Inside,OldTown,1Fam,6,8,1920,Y,734,384,6,0,Y,116000
Lvl,Corner,CollgCr,1Fam,5,5,1972,Y,882,0,5,0,Y,112500
Lvl,Inside,CollgCr,1Fam,5,5,1994,Y,990,0,5,0,Y,145000
Lvl,Inside,NAmes,1Fam,7,5,2003,Y,1480,0,7,0,Y,214000
Lvl,Inside,Sawyer,1Fam,5,7,1966,Y,892,0,5,0,Y,137900
Lvl,Inside,Gilbert,1Fam,6,5,1995,Y,680,790,7,1,Y,165000
Lvl,Inside,MeadowV,Twnhs,4,6,1970,Y,630,0,3,0,Y,73000
Lvl,Inside,Crawfor,1Fam,6,7,1957,Y,1839,0,7,2,Y,257500
Lvl,Corner,Mitchel,Duplex,7,5,1997,Y,1344,0,8,0,Y,209200
Lvl,Inside,IDOTRR,1Fam,5,6,1942,N,976,0,5,0,N,102000
Lvl,Inside,NAmes,1Fam,5,7,1954,Y,825,0,4,0,Y,109500
Lvl,CulDSac,Veenker,TwnhsE,8,5,1995,Y,1494,0,6,1,Y,270000
Lvl,Inside,Crawfor,1Fam,6,5,1920,Y,940,610,7,1,P,195000
Lvl,Inside,BrkSide,1Fam,5,7,1941,Y,832,378,6,0,P,124000
Lvl,Corner,StoneBr,TwnhsE,8,5,1995,Y,1734,0,6,0,Y,239500
Lvl,Inside,Edwards,1Fam,5,7,1938,Y,585,468,5,0,N,120000
Lvl,Inside,NWAmes,Duplex,5,6,1965,Y,1625,0,8,0,Y,140500
Lvl,Inside,NAmes,1Fam,6,6,1948,Y,819,501,5,0,Y,138000
Lvl,Inside,Edwards,1Fam,9,5,2007,Y,1698,0,8,1,Y,320000
Lvl,Inside,OldTown,2fmCon,5,4,1954,Y,811,576,7,0,Y,93000
Lvl,Inside,BrkSide,1Fam,5,6,1923,Y,1072,504,6,1,Y,223500
Lvl,Inside,NAmes,Duplex,5,5,1967,Y,1584,0,8,0,Y,124000
Lvl,Inside,Edwards,2fmCon,5,7,1910,Y,820,527,5,0,N,107500
Lvl,FR2,Gilbert,1Fam,7,5,1991,Y,802,670,7,1,Y,160000
Lvl,Inside,NWAmes,1Fam,6,6,1978,Y,1671,0,7,1,Y,200000
Lvl,Inside,SawyerW,1Fam,7,5,1994,Y,1626,0,7,1,Y,226500
Lvl,Inside,CollgCr,1Fam,7,5,2007,Y,738,738,7,0,Y,179400
Lvl,Inside,Gilbert,1Fam,6,5,2000,Y,948,742,7,1,Y,181000
Lvl,Inside,NridgHt,TwnhsE,8,5,2006,Y,1370,0,6,1,Y,202500
Lvl,Inside,OldTown,1Fam,5,5,1930,Y,912,336,6,0,Y,87000
Lvl,Inside,Blmngtn,TwnhsE,8,5,2003,Y,1589,0,7,1,Y,226500
Lvl,Inside,CollgCr,1Fam,7,5,1998,Y,1153,878,8,1,Y,222500
Lvl,Corner,CollgCr,1Fam,7,5,2009,Y,1226,0,6,0,Y,198900
Lvl,Inside,SWISU,1Fam,7,7,1928,Y,877,600,6,1,Y,145000
Lvl,Inside,BrkSide,1Fam,5,5,1940,Y,988,517,8,0,N,145000
Lvl,FR2,NAmes,Duplex,5,5,1974,Y,896,896,8,0,Y,136000
Lvl,Inside,SWISU,1Fam,4,1,1907,N,942,942,7,0,N,93369
Lvl,Inside,Edwards,1Fam,5,3,1934,N,687,425,6,0,N,63000
Lvl,Inside,NAmes,1Fam,6,6,1959,Y,864,0,5,0,Y,127500
Lvl,Inside,SawyerW,1Fam,7,5,2006,Y,1486,0,7,0,Y,181000
