"","LandContour","LotConfig","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","CentralAir","X1stFlrSF","X2ndFlrSF","TotRmsAbvGrd","Fireplaces","PavedDrive","SalePrice"
"843","Lvl","Inside","Gilbert","1Fam","6","5",2000,"Y",959,712,7,1,"Y",173000
"844","Lvl","Corner","NAmes","1Fam","6","5",1960,"Y",1656,0,7,2,"P",215000
"845","Lvl","Inside","CollgCr","1Fam","7","5",2006,"Y",1494,0,7,1,"Y",279500
"846","Lvl","Corner","BrkSide","1Fam","4","5",1941,"Y",788,0,4,2,"Y",100000
"847","Lvl","Inside","CollgCr","1Fam","8","5",2007,"Y",1718,0,7,1,"Y",297000
"848","HLS","FR2","Gilbert","1Fam","7","5",1996,"Y",729,717,6,1,"Y",175000
"849","Lvl","Inside","NAmes","1Fam","5","5",1959,"Y",1040,0,6,0,"Y",133700
"850","Lvl","Corner","OldTown","1Fam","3","6",1915,"N",840,765,8,0,"Y",107400
"851","Lvl","CulDSac","CollgCr","1Fam","7","6",2003,"Y",941,888,7,1,"Y",237000
"852","Lvl","Inside","CollgCr","1Fam","8","5",2007,"Y",1482,1092,10,1,"Y",276000
"853","Lvl","Inside","NoRidge","1Fam","9","5",1993,"Y",1933,1567,11,1,"Y",584500
"854","Lvl","Inside","NridgHt","1Fam","9","5",2008,"Y",2020,0,7,1,"Y",404000
"855","Lvl","CulDSac","Mitchel","1Fam","6","5",2001,"Y",804,1157,7,1,"Y",215000
"856","Lvl","Inside","NAmes","1Fam","5","7",1960,"Y",1134,0,6,0,"Y",135000
"857","Lvl","Inside","Edwards","Duplex","5","5",1978,"Y",1152,0,6,0,"N",159900
"858","Bnk","Corner","SWISU","2fmCon","6","6",1945,"N",816,524,6,0,"Y",128000
"859","Lvl","FR2","Somerst","TwnhsE","7","5",2003,"Y",530,550,4,0,"Y",147110
"860","Lvl","CulDSac","StoneBr","TwnhsE","8","5",2004,"Y",2522,0,8,1,"Y",375000
"861","Lvl","Corner","CollgCr","1Fam","9","5",2007,"Y",1800,0,7,0,"Y",239000
"862","Lvl","Inside","SawyerW","1Fam","6","6",1992,"Y",833,897,6,0,"Y",171500
"863","Lvl","Corner","Somerst","1Fam","8","5",2006,"Y",1460,0,6,1,"Y",247000
"864","Lvl","CulDSac","CollgCr","1Fam","5","7",1977,"Y",1268,0,5,0,"Y",143500
"865","Lvl","FR2","Somerst","1Fam","7","5",2008,"Y",1428,0,6,0,"Y",227680
"866","Lvl","Inside","Sawyer","1Fam","5","6",1967,"Y",1064,0,6,1,"Y",153600
"867","Bnk","Corner","Crawfor","1Fam","6","5",1953,"Y",2259,0,7,2,"Y",217000
"868","Lvl","Corner","NAmes","1Fam","7","9",1961,"Y",999,0,6,0,"Y",178400
"869","Lvl","Inside","MeadowV","TwnhsE","6","4",1973,"Y",1291,1230,10,1,"Y",151400
"870","Lvl","Inside","NAmes","1Fam","6","4",1953,"Y",1505,0,6,1,"Y",149500
"871","Lvl","Inside","NridgHt","1Fam","9","5",2005,"Y",1625,466,8,1,"Y",338500
"872","Lvl","Inside","Somerst","1Fam","8","5",2006,"Y",1302,528,7,0,"Y",221300
"873","Lvl","Inside","Somerst","1Fam","8","5",2005,"Y",1538,0,7,0,"Y",260000
"874","Lvl","Inside","NAmes","1Fam","5","7",1954,"Y",1086,0,6,0,"Y",144900
"875","HLS","Inside","ClearCr","1Fam","6","5",1996,"Y",1291,0,6,1,"Y",173000
"876","Lvl","Inside","Gilbert","1Fam","6","5",1950,"Y",1488,0,6,1,"Y",133000
"877","Lvl","Inside","Edwards","Twnhs","7","5",2004,"Y",970,739,7,0,"Y",130000
"878","Lvl","Inside","CollgCr","1Fam","8","5",2007,"Y",866,902,7,0,"Y",212000
"879","Lvl","Inside","OldTown","1Fam","4","5",1915,"Y",888,1074,9,1,"Y",149500
"880","Lvl","Corner","SawyerW","1Fam","5","5",1920,"N",1012,0,5,0,"Y",67500
"881","Lvl","CulDSac","NoRidge","1Fam","8","5",1994,"Y",2063,0,7,2,"Y",315000
"882","Lvl","Inside","NridgHt","1Fam","9","5",2009,"Y",2364,0,11,2,"Y",611657
"883","Lvl","Inside","Edwards","1Fam","5","6",1956,"Y",1144,0,6,0,"Y",129000
"884","Lvl","FR2","SawyerW","1Fam","7","5",2003,"Y",835,828,8,0,"Y",192500
"885","Bnk","Inside","SWISU","1Fam","4","5",1912,"N",954,795,10,0,"Y",118500
"886","Lvl","Inside","Mitchel","Duplex","5","2",1985,"Y",1216,1216,10,0,"Y",159000
"887","Lvl","Inside","IDOTRR","1Fam","5","6",1923,"Y",942,886,6,0,"Y",150909
"888","Lvl","Inside","NAmes","1Fam","5","5",1953,"Y",773,0,4,0,"Y",110000
"889","Lvl","FR3","BrkSide","1Fam","4","7",1946,"Y",896,0,4,0,"Y",79000
"890","Lvl","Inside","NridgHt","1Fam","8","5",2004,"Y",1836,0,7,1,"Y",280000
"891","Lvl","Inside","NoRidge","1Fam","8","5",1997,"Y",1779,772,8,2,"Y",384500
"892","Lvl","CulDSac","CollgCr","1Fam","7","5",1998,"Y",853,900,7,1,"Y",217000
"893","Lvl","FR2","NridgHt","1Fam","8","5",2008,"Y",1932,0,7,1,"Y",394617
"894","Lvl","FR2","Edwards","1Fam","4","5",1924,"N",1093,576,9,0,"Y",107000
"895","Lvl","Inside","Edwards","Duplex","4","5",1955,"N",1152,0,6,0,"N",82000
"896","Lvl","Inside","OldTown","1Fam","4","7",1910,"Y",741,622,6,0,"Y",125500
"897","Lvl","Inside","IDOTRR","1Fam","6","8",1940,"Y",760,330,5,0,"Y",120000
"898","Lvl","Corner","OldTown","1Fam","6","6",1924,"Y",865,445,6,0,"Y",112000
"899","Lvl","Inside","Gilbert","1Fam","6","5",1999,"Y",947,767,7,1,"Y",180000
"900","Lvl","Inside","CollgCr","1Fam","7","5",2003,"Y",884,884,8,0,"Y",224900
"901","Lvl","Corner","Gilbert","1Fam","6","6",1997,"Y",794,676,6,0,"Y",177000
"902","Lvl","FR3","Sawyer","2fmCon","5","6",1971,"Y",868,0,6,0,"Y",119900
"903","Lvl","Corner","NAmes","1Fam","5","6",1956,"Y",1370,0,6,1,"Y",148000
"904","Lvl","Inside","IDOTRR","2fmCon","3","3",1915,"N",808,536,8,0,"N",82375
"905","Lvl","Inside","CollgCr","1Fam","7","5",2001,"Y",1290,871,8,1,"Y",230500
"906","Lvl","Inside","NAmes","1Fam","6","5",1954,"Y",1375,0,5,1,"Y",140000
"907","Lvl","Inside","Somerst","TwnhsE","6","5",2000,"Y",768,756,4,0,"Y",166000
"908","Lvl","Inside","SawyerW","1Fam","6","5",1994,"Y",636,684,6,0,"Y",150000
"909","Lvl","Inside","Somerst","1Fam","7","5",2009,"Y",764,783,7,0,"Y",215200
"910","Lvl","Inside","Somerst","1Fam","8","5",2006,"Y",1574,0,7,1,"Y",232000
"911","Lvl","Inside","NridgHt","1Fam","10","5",2007,"Y",2674,0,8,2,"Y",610000
"912","Lvl","Inside","OldTown","2fmCon","6","8",1910,"Y",1242,742,8,0,"Y",160000
"913","Lvl","Inside","OldTown","1Fam","4","6",1958,"Y",1093,0,5,0,"Y",115500
"914","Lvl","Inside","Somerst","1Fam","8","5",2006,"Y",1448,0,6,1,"Y",238500
"915","Bnk","Corner","Crawfor","1Fam","7","5",1971,"Y",1696,0,7,2,"Y",198000
"916","Lvl","Inside","NWAmes","1Fam","7","5",1978,"Y",1601,0,7,1,"Y",157000
"917","Lvl","Inside","NAmes","1Fam","7","6",1960,"Y",1329,0,5,2,"Y",176000
"918","Lvl","Corner","NAmes","1Fam","6","6",1962,"Y",1116,0,5,0,"Y",160000
"919","Lvl","Inside","Gilbert","1Fam","7","5",2004,"Y",744,630,6,1,"Y",170000
"920","Lvl","Corner","OldTown","1Fam","5","8",1900,"Y",680,494,6,1,"Y",135000
"921","Lvl","Inside","OldTown","1Fam","5","7",1925,"Y",1078,0,6,0,"N",125000
"922","Lvl","Inside","NAmes","Duplex","5","5",1957,"Y",1824,0,9,0,"Y",146000
"923","Lvl","Corner","Gilbert","1Fam","6","5",2006,"Y",728,728,8,0,"Y",172785
"924","Lvl","Corner","NAmes","1Fam","6","5",1964,"Y",993,813,8,0,"Y",144750
"925","Lvl","Inside","NAmes","1Fam","4","7",1970,"Y",864,0,5,0,"Y",124500
"926","Lvl","Corner","NoRidge","1Fam","8","5",1998,"Y",1276,1336,8,1,"Y",336000
"927","Lvl","Inside","NAmes","1Fam","5","5",1963,"Y",1117,0,6,0,"Y",136870
"928","Lvl","Inside","NAmes","Duplex","5","5",1965,"Y",1728,0,10,0,"Y",142600
"929","Lvl","Corner","NWAmes","1Fam","5","6",1977,"Y",1126,0,6,0,"Y",175000
"930","Lvl","Corner","OldTown","1Fam","5","5",1922,"N",1022,0,4,1,"N",89500
"931","Lvl","Inside","NAmes","1Fam","6","7",1963,"Y",1380,0,6,0,"Y",154000
"932","Lvl","Inside","NridgHt","1Fam","8","5",2007,"Y",895,923,8,1,"Y",281500
"933","Lvl","Inside","OldTown","1Fam","7","7",1914,"N",880,888,6,2,"N",163000
"934","Lvl","Inside","IDOTRR","2fmCon","5","6",1951,"N",1060,336,8,0,"Y",115000
"935","Lvl","Corner","IDOTRR","1Fam","6","8",1930,"Y",816,0,5,0,"Y",120500
"936","HLS","Inside","StoneBr","TwnhsE","8","5",1992,"Y",1280,0,5,0,"Y",180000
"937","Lvl","Inside","MeadowV","TwnhsE","5","6",1976,"Y",616,688,4,1,"Y",115000
"938","Lvl","Corner","NAmes","1Fam","5","4",1952,"Y",910,475,6,0,"Y",166000
"939","Lvl","CulDSac","Edwards","Duplex","5","6",1979,"Y",1100,1133,11,0,"Y",141000
"940","Lvl","Inside","Somerst","TwnhsE","7","5",2004,"Y",840,840,3,0,"Y",190000
"941","Bnk","Inside","Edwards","1Fam","4","6",1910,"Y",760,676,6,0,"Y",98000
"942","Lvl","Inside","BrkSide","1Fam","6","7",1937,"Y",825,672,5,0,"Y",157000
"943","Lvl","CulDSac","Sawyer","1Fam","6","8",1976,"Y",725,754,6,0,"Y",130500
"944","Lvl","Inside","Crawfor","1Fam","6","7",1923,"Y",900,602,7,2,"Y",165000
"945","Lvl","Inside","OldTown","1Fam","5","7",1950,"Y",768,560,6,0,"Y",129500
"946","Lvl","Inside","CollgCr","1Fam","7","5",2003,"Y",847,1081,8,1,"Y",219500
"947","Lvl","Inside","NridgHt","1Fam","7","5",2004,"Y",1535,0,7,0,"Y",214000
"948","Lvl","Corner","Edwards","1Fam","6","5",1924,"N",572,524,5,0,"N",79000
"949","Lvl","Inside","CollgCr","1Fam","7","5",2002,"Y",860,869,7,0,"Y",200000
"950","Lvl","Inside","Crawfor","Duplex","5","6",1950,"Y",1102,1075,11,0,"Y",215000
"951","Lvl","Inside","Gilbert","1Fam","7","5",2004,"Y",788,702,8,1,"Y",184000
"952","Lvl","Inside","BrkSide","1Fam","3","5",1930,"Y",728,434,6,0,"Y",75000
"953","Lvl","Inside","Edwards","1Fam","7","5",2003,"Y",760,896,7,1,"Y",165400
"954","Lvl","Inside","Somerst","1Fam","8","5",2006,"Y",909,886,8,1,"Y",270000
"955","Lvl","Inside","MeadowV","TwnhsE","4","4",1970,"Y",630,0,3,0,"Y",80000
"956","Lvl","Corner","OldTown","1Fam","4","5",1900,"Y",1157,687,9,2,"Y",80400
"957","Lvl","Inside","NoRidge","1Fam","7","5",1998,"Y",1108,1277,8,1,"Y",252000
"958","Lvl","Inside","NAmes","1Fam","5","7",1959,"Y",1440,0,7,0,"Y",185000
"959","Lvl","CulDSac","Veenker","TwnhsE","8","5",1995,"Y",1239,0,4,1,"Y",217500
"960","Lvl","Inside","NridgHt","1Fam","9","5",2005,"Y",1414,917,9,1,"Y",379000
"961","Lvl","CulDSac","NoRidge","1Fam","10","5",1995,"Y",1831,1796,10,1,"Y",625000
"962","Lvl","Inside","SawyerW","1Fam","6","5",2001,"Y",827,850,7,0,"Y",190500
"963","Bnk","Inside","CollgCr","1Fam","5","5",1974,"Y",894,0,5,0,"Y",131000
"964","Lvl","Corner","BrkSide","1Fam","7","8",1929,"Y",854,0,5,0,"Y",132000
"965","Lvl","Inside","NPkVill","TwnhsE","6","5",1976,"Y",958,0,5,1,"Y",128000
"966","Lvl","Inside","OldTown","2fmCon","5","9",1900,"Y",1032,780,8,1,"N",140000
"967","Lvl","Inside","NAmes","1Fam","5","7",1961,"Y",888,0,5,0,"Y",120000
"968","Lvl","Inside","OldTown","1Fam","6","7",1916,"N",1664,862,10,1,"Y",136000
"969","Lvl","Corner","NAmes","1Fam","5","7",1963,"Y",1053,0,6,0,"Y",142100
"970","Lvl","Inside","Somerst","TwnhsE","8","5",2005,"Y",1247,0,4,1,"Y",197000
"971","Bnk","Inside","BrkSide","1Fam","6","7",1924,"N",1017,810,9,1,"Y",202500
"972","Lvl","Corner","IDOTRR","1Fam","6","6",1963,"Y",1497,797,9,1,"Y",202500
"973","Lvl","Corner","Edwards","1Fam","7","5",2003,"Y",495,1427,7,1,"Y",198500
"974","Lvl","Inside","Mitchel","1Fam","5","5",2007,"Y",1120,0,6,0,"Y",147000
"975","Lvl","Inside","SawyerW","1Fam","6","5",1985,"Y",1298,0,5,1,"Y",180000
"976","Lvl","Inside","Mitchel","Duplex","5","5",1977,"Y",1302,432,8,0,"Y",126000
"977","Lvl","Inside","OldTown","1Fam","4","8",1900,"Y",1156,642,7,0,"N",137000
"978","HLS","Inside","Gilbert","1Fam","6","5",1997,"Y",754,630,7,1,"Y",161500
"979","Lvl","CulDSac","NoRidge","1Fam","7","5",1996,"Y",1127,886,8,1,"Y",269790
"980","Lvl","Corner","Edwards","1Fam","6","7",1950,"Y",2158,0,7,1,"Y",243000
"981","Lvl","Inside","Sawyer","1Fam","5","5",1958,"Y",1252,668,8,1,"Y",172500
"982","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",1184,1426,11,1,"Y",303477
"983","Lvl","Inside","CollgCr","1Fam","7","5",2004,"Y",770,812,6,0,"Y",185900
"984","Lvl","CulDSac","NAmes","1Fam","6","6",1960,"Y",1429,0,7,2,"Y",181900
"985","Lvl","Inside","Somerst","Twnhs","7","5",1999,"Y",684,720,5,0,"Y",170000
"986","Lvl","Inside","NWAmes","1Fam","6","6",1971,"Y",930,715,7,0,"Y",171000
"987","Lvl","Corner","Edwards","1Fam","6","7",1959,"Y",1357,0,5,1,"Y",177000
"988","Lvl","Inside","CollgCr","1Fam","7","5",1997,"Y",1057,977,8,0,"Y",219500
"989","Lvl","Inside","OldTown","1Fam","2","1",1920,"N",723,363,5,0,"N",55000
"990","Lvl","Inside","Timber","1Fam","6","8",1958,"Y",2279,0,7,1,"Y",257000
"991","Lvl","Inside","Somerst","1Fam","6","5",2003,"Y",864,864,7,0,"Y",207500
"992","Lvl","Inside","Sawyer","1Fam","5","5",1966,"Y",894,0,5,0,"Y",125000
"993","Lvl","Inside","CollgCr","1Fam","7","5",2003,"Y",992,940,7,1,"Y",213000
"994","Lvl","Inside","IDOTRR","1Fam","5","7",1930,"Y",912,0,5,0,"Y",99500
"995","Lvl","CulDSac","Timber","1Fam","7","5",1990,"Y",1187,530,7,1,"Y",187500
"996","Lvl","Inside","OldTown","1Fam","6","6",1927,"Y",914,728,9,1,"Y",145000
"997","Lvl","Inside","NAmes","1Fam","5","5",1957,"Y",1092,0,6,1,"Y",141000
"998","Lvl","Inside","SawyerW","1Fam","6","5",2004,"Y",1158,0,5,0,"Y",143500
"999","Lvl","Inside","NridgHt","1Fam","8","5",2004,"Y",1143,1330,9,1,"Y",317000
"1000","Lvl","Corner","NAmes","1Fam","6","6",1957,"Y",1244,0,6,2,"Y",150000
"1001","Lvl","Inside","NAmes","1Fam","5","7",1950,"Y",1113,0,5,1,"Y",147000
"1002","Lvl","Corner","Crawfor","1Fam","5","6",1910,"Y",661,589,8,1,"Y",139000
"1003","Lvl","CulDSac","NoRidge","1Fam","8","5",1998,"Y",1086,838,7,1,"Y",280000
"1004","Lvl","Inside","NPkVill","Twnhs","6","5",1977,"Y",855,601,6,1,"Y",137900
"1005","Lvl","CulDSac","CollgCr","1Fam","5","5",1996,"Y",914,0,5,0,"Y",148000
"1006","Lvl","Inside","Timber","1Fam","8","5",2002,"Y",993,915,9,0,"Y",202900
"1007","Lvl","Corner","Edwards","1Fam","6","5",1956,"Y",1689,0,7,1,"Y",127500
"1008","Lvl","Inside","MeadowV","TwnhsE","4","4",1970,"Y",546,546,5,0,"Y",88250
"1009","Lvl","Inside","Gilbert","1Fam","6","7",1992,"Y",1187,0,6,0,"Y",185000
"1010","Lvl","Corner","NAmes","1Fam","6","5",1960,"Y",1253,0,5,1,"Y",157000
"1011","HLS","CulDSac","ClearCr","1Fam","7","5",1992,"Y",944,815,7,1,"Y",233500
"1012","Lvl","CulDSac","Edwards","Duplex","6","5",1975,"Y",1012,0,4,0,"Y",127500
"1013","Lvl","Inside","CollgCr","1Fam","9","5",2009,"Y",1680,0,8,1,"Y",323262
"1014","Low","Inside","Mitchel","1Fam","5","5",1983,"Y",902,0,5,0,"Y",131000
"1015","Lvl","Inside","CollgCr","1Fam","7","5",2007,"Y",1361,0,6,0,"Y",193000
"1016","Lvl","Inside","Blmngtn","TwnhsE","7","5",2005,"Y",1555,0,7,1,"Y",192500
"1017","Lvl","Inside","SawyerW","1Fam","7","5",2004,"Y",956,1128,8,0,"Y",233000
"1018","Lvl","Inside","CollgCr","1Fam","7","5",1996,"Y",909,807,7,1,"Y",191000
"1019","Lvl","Inside","Somerst","1Fam","8","5",2008,"Y",1696,0,7,0,"Y",275000
"1020","Lvl","CulDSac","NWAmes","1Fam","5","7",1975,"Y",1621,0,7,2,"Y",213000
"1021","Lvl","Inside","NAmes","1Fam","5","6",1963,"Y",1128,0,6,0,"Y",155000
"1022","Lvl","Inside","Edwards","1Fam","5","7",1955,"Y",872,521,8,0,"Y",135500
"1023","HLS","Corner","Crawfor","TwnhsE","8","5",2004,"Y",1646,0,5,1,"Y",246000
"1024","Lvl","Inside","BrDale","TwnhsE","5","6",1970,"Y",765,600,7,0,"Y",125000
"1025","Bnk","Inside","SWISU","1Fam","5","5",1932,"Y",848,672,6,0,"Y",159434
"1026","Lvl","Corner","Crawfor","1Fam","7","9",1939,"Y",1137,817,8,2,"Y",311500
"1027","Lvl","Inside","CollgCr","1Fam","7","5",2005,"Y",879,916,7,0,"Y",191000
"1028","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",1050,1028,8,1,"Y",339750
"1029","Lvl","Inside","NAmes","1Fam","6","5",1948,"Y",912,546,6,1,"Y",97500
"1030","Lvl","Inside","SawyerW","1Fam","7","5",2005,"Y",891,795,8,0,"Y",184000
"1031","Lvl","Inside","OldTown","1Fam","5","7",1920,"Y",936,0,5,1,"P",109500
"1032","Bnk","Inside","Sawyer","1Fam","5","5",1956,"Y",1375,0,6,1,"Y",187000
"1033","Lvl","Inside","Somerst","1Fam","8","5",2009,"Y",1314,0,6,0,"Y",229456
"1034","Lvl","Inside","Mitchel","1Fam","8","5",1998,"Y",1036,880,8,1,"Y",254900
"1035","Lvl","Inside","Somerst","Twnhs","7","5",2005,"Y",520,623,4,0,"Y",149900
"1036","Bnk","Inside","SawyerW","1Fam","6","4",1989,"Y",1313,1246,9,1,"Y",209000
"1037","Lvl","Inside","NridgHt","1Fam","7","5",2005,"Y",1614,0,7,0,"Y",245700
"1038","Lvl","Corner","OldTown","1Fam","5","4",1892,"N",1378,994,11,0,"Y",107500
"1039","Lvl","FR3","NWAmes","1Fam","8","5",1996,"Y",1236,1104,9,1,"Y",306000
"1040","Lvl","Inside","NAmes","1Fam","5","6",1957,"Y",1314,0,5,0,"Y",145000
"1041","Lvl","Inside","CollgCr","TwnhsE","6","5",2004,"Y",848,0,3,0,"Y",145000
"1042","Lvl","FR2","NAmes","1Fam","4","5",1971,"Y",864,0,5,1,"Y",115000
"1043","Lvl","Inside","Mitchel","1Fam","5","5",1969,"Y",1360,0,8,1,"Y",140000
"1044","Lvl","Inside","NAmes","1Fam","5","5",1956,"Y",1202,0,6,0,"Y",120000
"1045","Lvl","Inside","StoneBr","TwnhsE","8","5",1987,"Y",1204,0,5,0,"Y",130000
"1046","Lvl","Inside","NridgHt","1Fam","10","5",2005,"Y",2046,0,7,2,"Y",450000
"1047","Lvl","Inside","NWAmes","1Fam","8","5",1981,"Y",2524,0,9,1,"Y",278000
"1048","Lvl","CulDSac","Mitchel","1Fam","7","5",2002,"Y",1409,0,4,1,"Y",245000
"1049","Lvl","Inside","NWAmes","1Fam","7","6",1988,"Y",1688,0,6,1,"Y",226500
"1050","Lvl","Inside","NAmes","1Fam","5","6",1959,"Y",1150,0,6,0,"Y",141000
"1051","Lvl","Inside","IDOTRR","1Fam","5","8",1912,"Y",759,0,5,0,"N",85000
"1052","Lvl","Inside","Gilbert","1Fam","6","5",2002,"Y",860,1100,8,2,"Y",216500
"1053","Lvl","Inside","NAmes","1Fam","5","7",1951,"Y",876,0,5,1,"Y",94000
"1054","Lvl","Inside","NAmes","1Fam","5","6",1949,"Y",1024,704,7,1,"Y",137000
"1055","Lvl","Inside","NAmes","1Fam","6","7",1966,"Y",1104,884,9,1,"Y",227000
"1056","Lvl","Inside","Somerst","1Fam","8","5",2003,"Y",1072,976,8,2,"Y",301000
"1057","Lvl","FR2","Somerst","Twnhs","7","5",1999,"Y",696,720,6,0,"Y",155000
"1058","Lvl","Inside","OldTown","1Fam","6","8",1915,"Y",774,821,7,1,"Y",155500
"1059","Lvl","Inside","Gilbert","1Fam","6","5",1998,"Y",952,684,7,1,"Y",191000
"1060","Lvl","Inside","NoRidge","1Fam","6","5",1990,"Y",1364,1319,9,2,"Y",290000
"1061","Lvl","Inside","OldTown","1Fam","5","7",1910,"Y",768,664,7,0,"Y",132000
"1062","Lvl","Inside","NWAmes","1Fam","6","5",1993,"Y",1280,1215,9,1,"Y",243500
"1063","Bnk","Inside","Edwards","1Fam","4","6",1954,"Y",1204,0,6,0,"Y",100000
"1064","Lvl","Inside","BrkSide","1Fam","6","6",1941,"Y",869,349,6,1,"Y",131000
"1065","Lvl","Inside","BrkSide","1Fam","6","7",1926,"Y",904,0,4,0,"Y",119000
"1066","Lvl","CulDSac","SawyerW","1Fam","7","5",1993,"Y",1101,1099,9,1,"Y",225000
"1067","Lvl","Inside","Gilbert","1Fam","5","5",1996,"Y",1384,0,7,0,"Y",177900
"1068","Lvl","Inside","Mitchel","Duplex","7","5",1997,"Y",1368,0,8,0,"Y",215000
"1069","Lvl","Inside","ClearCr","1Fam","5","5",1956,"Y",2071,0,9,1,"Y",165000
"1070","Bnk","Inside","Crawfor","1Fam","6","7",1922,"Y",1423,748,11,1,"Y",191000
"1071","Lvl","Corner","Edwards","1Fam","5","5",1920,"N",835,0,5,0,"Y",83000
"1072","Lvl","Corner","OldTown","2fmCon","5","4",1900,"N",1766,648,10,1,"N",160000
"1073","Lvl","Inside","Blmngtn","TwnhsE","8","5",2006,"Y",1567,0,7,1,"Y",264561
"1074","Lvl","Inside","NAmes","1Fam","4","6",1970,"Y",864,0,5,0,"Y",76500
"1075","Lvl","Corner","NAmes","1Fam","8","4",1918,"Y",1360,1360,8,1,"Y",235000
"1076","Lvl","Inside","Edwards","1Fam","4","6",1960,"Y",1149,0,7,0,"Y",127000
"1077","Lvl","Inside","Somerst","1Fam","8","5",2008,"Y",1566,0,7,0,"Y",262500
"1078","Lvl","Corner","NAmes","1Fam","5","5",1958,"Y",864,0,5,0,"Y",129900
"1079","Lvl","Inside","NridgHt","1Fam","8","5",2006,"Y",1976,0,7,1,"Y",440000
"1080","Lvl","Inside","Gilbert","1Fam","7","6",1999,"Y",774,656,7,1,"Y",168000
"1081","Low","Inside","Edwards","1Fam","4","7",1946,"Y",930,0,6,0,"Y",84900
"1082","Lvl","CulDSac","SawyerW","1Fam","5","7",1983,"Y",884,0,5,0,"Y",144000
"1083","Lvl","Corner","Somerst","TwnhsE","6","5",1999,"Y",729,729,5,1,"Y",176000
"1084","Lvl","Inside","NPkVill","Twnhs","6","5",1978,"Y",855,601,7,1,"Y",146000
"1085","Lvl","Corner","IDOTRR","1Fam","6","7",1925,"Y",1040,0,5,0,"Y",127500
"1086","Lvl","Corner","IDOTRR","1Fam","4","7",1910,"N",671,378,5,0,"N",80900
"1087","Lvl","Corner","OldTown","1Fam","7","7",1880,"N",1320,1320,8,1,"N",265979
"1088","Lvl","Inside","NoRidge","1Fam","8","5",1998,"Y",1079,897,7,1,"Y",286000
"1089","Lvl","Corner","IDOTRR","1Fam","4","7",1895,"N",825,536,6,0,"Y",89000
"1090","Lvl","Inside","NWAmes","1Fam","6","6",1976,"Y",1118,912,8,1,"Y",195000
"1091","Lvl","Inside","IDOTRR","1Fam","6","5",1957,"Y",967,671,6,0,"Y",139000
"1092","HLS","CulDSac","StoneBr","1Fam","9","5",2006,"Y",1102,1371,11,1,"Y",356383
"1093","Lvl","Inside","Edwards","1Fam","5","7",1955,"Y",864,0,5,0,"N",115000
"1094","Lvl","CulDSac","CollgCr","1Fam","5","5",1995,"Y",990,0,5,0,"Y",156000
"1095","Lvl","Inside","Edwards","1Fam","5","6",1957,"Y",1340,0,7,1,"Y",120000
"1096","Lvl","Inside","NAmes","1Fam","5","6",1950,"Y",1200,0,6,0,"Y",129900
"1097","HLS","Inside","Edwards","1Fam","4","5",1955,"Y",864,0,5,0,"N",79275
"1098","Lvl","Inside","BrkSide","1Fam","5","7",1930,"Y",1128,445,8,1,"P",162900
"1099","Lvl","Inside","NoRidge","1Fam","8","5",1997,"Y",1182,1017,9,1,"Y",284500
"1100","HLS","Corner","Crawfor","1Fam","6","7",1932,"Y",1096,895,7,1,"Y",220000
"1101","Lvl","Inside","Edwards","1Fam","7","5",2003,"Y",806,918,8,1,"Y",196500
"1102","Lvl","FR3","NridgHt","1Fam","9","5",2004,"Y",1980,0,8,1,"Y",315000
"1103","Lvl","Inside","BrkSide","1Fam","7","7",1925,"N",952,596,5,0,"Y",205000
"1104","Lvl","Corner","Sawyer","1Fam","5","7",1971,"Y",810,0,4,0,"Y",130000
"1105","Lvl","Inside","CollgCr","1Fam","7","5",2004,"Y",864,864,7,0,"Y",190000
"1106","Lvl","Inside","BrkSide","1Fam","5","7",1939,"Y",884,0,5,0,"Y",113000
"1107","Lvl","Inside","Somerst","TwnhsE","6","5",2009,"Y",612,612,4,0,"Y",173733
"1108","Lvl","Corner","SawyerW","1Fam","5","5",1965,"Y",965,0,6,0,"Y",119900
"1109","Lvl","Inside","Veenker","1Fam","7","7",1974,"Y",1516,651,9,2,"Y",294000
"1110","Lvl","Corner","Sawyer","1Fam","6","7",1969,"Y",663,689,7,0,"Y",158000
"1111","Lvl","Inside","MeadowV","Twnhs","4","6",1970,"Y",798,546,6,1,"Y",97000
"1112","Lvl","Corner","OldTown","1Fam","5","6",1890,"Y",1188,561,7,0,"Y",124900
"1113","Lvl","Inside","Crawfor","1Fam","7","7",1936,"Y",1020,1037,6,1,"Y",250000
"1114","Bnk","Inside","Crawfor","1Fam","7","9",1950,"Y",1218,943,8,2,"Y",263400
"1115","Lvl","Inside","Blmngtn","TwnhsE","7","5",2005,"Y",1145,0,5,1,"Y",160200
"1116","Lvl","Corner","BrkSide","1Fam","5","7",1931,"Y",875,0,5,0,"Y",105000
"1117","Lvl","Inside","Edwards","Twnhs","7","5",2004,"Y",970,739,7,0,"Y",134000
"1118","Lvl","Inside","NridgHt","TwnhsE","8","5",2006,"Y",1342,0,6,1,"Y",219500
"1119","Lvl","Corner","NAmes","1Fam","5","6",1965,"Y",825,1315,7,1,"Y",177500
"1120","Lvl","Corner","Sawyer","1Fam","5","6",1961,"Y",864,0,5,0,"Y",141000
